stype,p,ootype,propType,scnt,ocnt,cnt,min_sp,max_sp,avg_sp
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://eurovoc.europa.eu/schema#useInstead,http://eurovoc.europa.eu/schema#Country,object,3,1,3,1,1,1.0
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://eurovoc.europa.eu/schema#useInstead,http://eurovoc.europa.eu/schema#ThesaurusConcept,object,22,20,23,1,2,1.086956521739130434782609
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://eurovoc.europa.eu/schema#useInstead,http://www.w3.org/2004/02/skos/core#Concept,object,25,21,26,1,2,1.076923076923076923076923
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://purl.org/dc/elements/1.1/identifier,http://www.w3.org/2001/XMLSchema#string,data,6643,6643,6643,1,1,1.0
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://purl.org/dc/terms/created,http://www.w3.org/2001/XMLSchema#dateTime,data,198,56,198,1,1,1.0
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://purl.org/dc/terms/modified,http://www.w3.org/2001/XMLSchema#dateTime,data,151,26,151,1,1,1.0
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://eurovoc.europa.eu/schema#ThesaurusConcept,object,6643,2,13286,2,2,2.0
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#altLabel,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,data,6315,157372,157484,1,378,62.331957532193746666328008
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#broader,http://eurovoc.europa.eu/schema#Country,object,10,3,10,1,1,1.0
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#broader,http://eurovoc.europa.eu/schema#ThesaurusConcept,object,6101,1388,6114,1,2,1.00425253516519463526333
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#broader,http://www.w3.org/2004/02/skos/core#Concept,object,6111,1391,6124,1,2,1.004245591116917047681254
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#broaderTransitive,http://eurovoc.europa.eu/schema#ThesaurusConcept,object,6111,480,6156,1,5,1.025341130604288499025341
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#broaderTransitive,http://www.w3.org/2004/02/skos/core#Concept,object,6111,480,6156,1,5,1.025341130604288499025341
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#definition,,data,252,3467,3467,1,23,17.106143640034612056533026
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#historyNote,,data,64,1158,1158,1,23,22.217616580310880829015544
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#inScheme,http://eurovoc.europa.eu/schema#MicroThesaurus,object,6643,127,6666,2,4,2.007500750075007500750075
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#inScheme,http://eurovoc.europa.eu/schema#Thesaurus,object,6643,1,6643,2,4,2.003462291133524010236339
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#inScheme,http://www.w3.org/2004/02/skos/core#ConceptScheme,object,6643,128,13309,2,4,2.005485010143511909234353
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,data,6643,154108,154113,22,24,23.2062253022133110120496
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#related,http://eurovoc.europa.eu/schema#Country,object,10,7,11,1,3,1.454545454545454545454545
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#related,http://eurovoc.europa.eu/schema#ThesaurusConcept,object,2567,2759,4845,1,15,2.963054695562435500515996
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#related,http://www.w3.org/2004/02/skos/core#Concept,object,2575,2766,4856,1,15,2.959637561779242174629325
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#scopeNote,,data,1380,17009,17009,1,23,18.32035980951261097066259
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#topConceptOf,http://eurovoc.europa.eu/schema#MicroThesaurus,object,532,127,532,1,1,1.0
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#topConceptOf,http://www.w3.org/2004/02/skos/core#ConceptScheme,object,532,127,532,1,1,1.0
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2008/05/skos-xl#altLabel,http://eurovoc.europa.eu/schema#CompoundNonPreferredTerm,object,2,44,88,117,138,127.5
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2008/05/skos-xl#altLabel,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,object,6315,157400,157400,1,378,62.301435832274459974587039
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2008/05/skos-xl#altLabel,http://www.w3.org/2008/05/skos-xl#Label,object,6315,157444,157488,1,378,62.337867012089810017271157
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2008/05/skos-xl#prefLabel,http://eurovoc.europa.eu/schema#PreferredTerm,object,6643,159431,159431,23,24,23.999855736964580288651517
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2008/05/skos-xl#prefLabel,http://www.w3.org/2008/05/skos-xl#Label,object,6643,159431,159431,23,24,23.999855736964580288651517
http://www.w3.org/2004/02/skos/core#Concept,http://eurovoc.europa.eu/schema#approvedForRelease,http://www.w3.org/2001/XMLSchema#string,data,225,1,225,1,1,1.0
http://www.w3.org/2004/02/skos/core#Concept,http://eurovoc.europa.eu/schema#isoCountryCode,http://www.w3.org/2001/XMLSchema#string,data,240,239,240,1,1,1.0
http://www.w3.org/2004/02/skos/core#Concept,http://eurovoc.europa.eu/schema#useInstead,http://eurovoc.europa.eu/schema#Country,object,3,1,3,1,1,1.0
http://www.w3.org/2004/02/skos/core#Concept,http://eurovoc.europa.eu/schema#useInstead,http://eurovoc.europa.eu/schema#ThesaurusConcept,object,22,20,23,1,2,1.086956521739130434782609
http://www.w3.org/2004/02/skos/core#Concept,http://eurovoc.europa.eu/schema#useInstead,http://www.w3.org/2004/02/skos/core#Concept,object,25,21,26,1,2,1.076923076923076923076923
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/elements/1.1/identifier,http://www.w3.org/2001/XMLSchema#string,data,6883,6883,6883,1,1,1.0
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/created,http://www.w3.org/2001/XMLSchema#dateTime,data,204,58,204,1,1,1.0
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/modified,http://www.w3.org/2001/XMLSchema#dateTime,data,155,29,155,1,1,1.0
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept,object,6883,3,13766,2,2,2.0
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#altLabel,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,data,6551,164172,164285,1,378,61.876458593298231731442311
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#altLabel,http://www.w3.org/2001/XMLSchema#string,data,240,239,240,1,221,29.3375
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#broader,http://eurovoc.europa.eu/schema#Country,object,10,3,10,1,1,1.0
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#broader,http://eurovoc.europa.eu/schema#ThesaurusConcept,object,6341,1449,6912,1,7,1.345486111111111111111111
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#broader,http://www.w3.org/2004/02/skos/core#Concept,object,6351,1452,6922,1,7,1.344986997977463160936146
